词1,词2,NPMI值,PMI值,共现文档数,词1文档频次,词2文档频次,词1概率,词2概率,联合概率
垂杨,青楼,0.483521,3.843619,5,41,37,0.002894,0.002612,0.000353
潇湘,皎然,0.483409,4.285671,2,78,5,0.005506,0.000353,0.000141
皎然,迢递,0.483409,4.285671,2,5,78,0.000353,0.005506,0.000141
巫峡,月落,0.483189,3.840985,5,39,39,0.002753,0.002753,0.000353
云深,深处,0.482930,3.611942,8,45,68,0.003176,0.004800,0.000565
中原,君心,0.482857,4.085000,3,13,55,0.000918,0.003882,0.000212
歌舞,高台,0.481709,3.829220,5,57,27,0.004023,0.001906,0.000353
云雨,巫山,0.480967,3.735625,6,78,26,0.005506,0.001835,0.000424
玉楼,红粉,0.478158,4.045242,3,24,31,0.001694,0.002188,0.000212
红粉,青楼,0.477225,3.900060,4,31,37,0.002188,0.002612,0.000282
九衢,双阙,0.477225,3.900060,4,37,31,0.002612,0.002188,0.000282
圣主,梦魂,0.475798,4.025281,3,33,23,0.002329,0.001623,0.000212
今夜,夜月,0.474455,3.397463,11,79,66,0.005576,0.004659,0.000776
乾坤,日月,0.474308,3.282027,14,49,152,0.003459,0.010729,0.000988
昆仑,鬼神,0.472927,3.864938,4,33,36,0.002329,0.002541,0.000282
巫山,暮雨,0.471886,3.751129,5,26,64,0.001835,0.004518,0.000353
双阙,未央,0.470783,3.847416,4,31,39,0.002188,0.002753,0.000282
瑶池,紫微,0.469580,3.972671,3,20,40,0.001412,0.002823,0.000212
中原,路傍,0.469291,4.160508,2,13,34,0.000918,0.002400,0.000141
九重,宫中,0.467648,3.560089,7,60,47,0.004235,0.003318,0.000494
暮雨,阳台,0.467138,3.713389,5,64,27,0.004518,0.001906,0.000353
瑶池,道士,0.466661,3.947979,3,20,41,0.001412,0.002894,0.000212
干戈,残阳,0.465942,3.941899,3,25,33,0.001765,0.002329,0.000212
世上,英雄,0.464944,3.933450,3,52,16,0.003671,0.001129,0.000212
汀洲,白蘋,0.462985,3.680375,5,38,47,0.002682,0.003318,0.000353
封侯,窈窕,0.462843,4.103349,2,26,18,0.001835,0.001271,0.000141
英雄,行路,0.462692,3.914402,3,16,53,0.001129,0.003741,0.000212
人间,向人,0.462495,2.896532,27,330,64,0.023294,0.004518,0.001906
封侯,雨雪,0.461306,3.902679,3,26,33,0.001835,0.002329,0.000212
青楼,鸳鸯,0.461011,3.580629,6,37,64,0.002612,0.004518,0.000424
玉楼,秋雨,0.460483,3.895710,3,24,36,0.001694,0.002541,0.000212
云飞,阳台,0.460483,3.895710,3,32,27,0.002259,0.001906,0.000212
千秋,汉宫,0.459937,3.891091,3,31,28,0.002188,0.001976,0.000212
太平,楼前,0.459480,3.755043,4,39,34,0.002753,0.002400,0.000282
弟子,霓裳,0.459480,3.755043,4,34,39,0.002400,0.002753,0.000282
乾坤,造化,0.457866,3.485626,7,49,62,0.003459,0.004376,0.000494
丹青,当年,0.457013,3.734885,4,33,41,0.002329,0.002894,0.000282
北斗,帝乡,0.456845,3.864938,3,27,33,0.001906,0.002329,0.000212
君恩,宫中,0.456532,3.629081,5,40,47,0.002823,0.003318,0.000353
叹息,颜色,0.456522,3.312564,10,43,120,0.003035,0.008470,0.000706
所以,生死,0.455165,3.535223,6,42,59,0.002965,0.004165,0.000424
山川,皎然,0.454261,4.027259,2,101,5,0.007129,0.000353,0.000141
万物,乾坤,0.454078,3.526784,6,51,49,0.003600,0.003459,0.000424
梧桐,翡翠,0.453884,3.608028,5,48,40,0.003388,0.002823,0.000353
梦魂,翡翠,0.453059,3.832909,3,23,40,0.001623,0.002823,0.000212
他年,年少,0.452580,3.597665,5,20,97,0.001412,0.006847,0.000353
圣人,朝廷,0.452547,3.828571,3,28,33,0.001976,0.002329,0.000212
日月,月光,0.452314,3.282027,10,152,35,0.010729,0.002471,0.000706
星辰,羽翼,0.452312,3.696461,4,37,38,0.002612,0.002682,0.000282
独自,青楼,0.451226,3.586899,5,53,37,0.003741,0.002612,0.000353
未央,玉楼,0.451021,3.815667,3,39,24,0.002753,0.001694,0.000212
中原,梨花,0.450959,3.997989,2,13,40,0.000918,0.002823,0.000141
中原,飘飖,0.450959,3.997989,2,13,40,0.000918,0.002823,0.000141
他乡,兄弟,0.450583,3.682336,4,23,62,0.001623,0.004376,0.000282
微雨,梦魂,0.450141,3.808217,3,41,23,0.002894,0.001623,0.000212
日斜,鹦鹉,0.450013,3.577256,5,44,45,0.003106,0.003176,0.000353
乾坤,神仙,0.449814,3.364265,8,49,80,0.003459,0.005647,0.000565
山河,未央,0.449442,3.572721,5,51,39,0.003600,0.002753,0.000353
宛转,绿水,0.448541,3.665646,4,50,29,0.003529,0.002047,0.000282
男儿,皎然,0.448354,4.285671,1,39,5,0.002753,0.000353,0.000071
乾坤,道士,0.448184,3.562716,5,49,41,0.003459,0.002894,0.000353
中原,道士,0.448174,3.973296,2,13,41,0.000918,0.002894,0.000141
昔年,绮罗,0.447783,3.788268,3,37,26,0.002612,0.001835,0.000212
春草,草绿,0.447039,3.201143,11,141,45,0.009953,0.003176,0.000776
关山,单于,0.445888,3.544467,5,66,31,0.004659,0.002188,0.000353
苍茫,鹧鸪,0.445870,3.643817,4,39,38,0.002753,0.002682,0.000282
秋来,雨后,0.443689,3.446095,6,63,43,0.004447,0.003035,0.000424
明主,皎然,0.443122,4.235661,1,41,5,0.002894,0.000353,0.000071
瑶池,诸侯,0.442772,3.618499,4,20,76,0.001412,0.005365,0.000282
寒食,梨花,0.441288,3.427444,6,69,40,0.004870,0.002823,0.000424
婵娟,汉宫,0.441172,3.605427,4,55,28,0.003882,0.001976,0.000282
江山,风月,0.441161,3.358451,7,50,69,0.003529,0.004870,0.000494
皎然,苦辛,0.440601,4.211563,1,5,42,0.000353,0.002965,0.000071
九重,君王,0.440590,3.295272,8,60,70,0.004235,0.004941,0.000565
丹青,千秋,0.440516,3.726788,3,33,31,0.002329,0.002188,0.000212
大道,昆仑,0.440516,3.726788,3,31,33,0.002188,0.002329,0.000212
向人,英雄,0.440400,3.725811,3,64,16,0.004518,0.001129,0.000212
干戈,明主,0.440285,3.724835,3,25,41,0.001765,0.002894,0.000212
万物,所以,0.440120,3.498613,5,51,42,0.003600,0.002965,0.000353
翡翠,金谷,0.439594,3.592524,4,40,39,0.002823,0.002753,0.000282
乾坤,咫尺,0.439300,3.492099,5,49,44,0.003459,0.003106,0.000353
夜雨,昨夜,0.438896,3.341209,7,45,78,0.003176,0.005506,0.000494
巫峡,阳台,0.437099,3.697884,3,39,27,0.002753,0.001906,0.000212
两相,梦魂,0.436539,3.693147,3,46,23,0.003247,0.001623,0.000212
瑶池,神仙,0.436496,3.567206,4,20,80,0.001412,0.005647,0.000282
昔时,高台,0.435952,3.864938,2,22,27,0.001553,0.001906,0.000141
中原,相访,0.435194,3.858227,2,13,46,0.000918,0.003247,0.000141
意气,鹦鹉,0.434976,3.554784,4,36,45,0.002541,0.003176,0.000282
星辰,绿水,0.434875,3.679069,3,37,29,0.002612,0.002047,0.000212
君家,消息,0.434717,3.455665,5,43,52,0.003035,0.003671,0.000353
日斜,青楼,0.434373,3.549857,4,44,37,0.003106,0.002612,0.000282
梅花,花发,0.433938,3.303469,7,45,81,0.003176,0.005718,0.000494
承恩,阑干,0.433561,3.667948,3,31,35,0.002188,0.002471,0.000212
东海,富贵,0.433262,3.444104,5,29,78,0.002047,0.005506,0.000353
往事,红叶,0.432286,3.532805,4,46,36,0.003247,0.002541,0.000282
万年,玉堂,0.431938,3.654217,3,44,25,0.003106,0.001765,0.000212
青楼,鹦鹉,0.431623,3.527385,4,37,45,0.002612,0.003176,0.000282
梦魂,物外,0.430938,3.820487,2,23,27,0.001623,0.001906,0.000141
圣人,子孙,0.430525,3.518416,4,28,60,0.001976,0.004235,0.000282
男儿,英雄,0.430394,3.815667,2,39,16,0.002753,0.001129,0.000141
中原,桃源,0.430394,3.815667,2,13,48,0.000918,0.003388,0.000141
中原,青松,0.430394,3.815667,2,13,48,0.000918,0.003388,0.000141
天下,太平,0.429954,3.165080,9,138,39,0.009741,0.002753,0.000635
丹砂,云飞,0.429808,3.636199,3,35,32,0.002471,0.002259,0.000212
中原,窈窕,0.429280,4.103349,1,13,18,0.000918,0.001271,0.000071
梦魂,肠断,0.429071,3.629968,3,23,49,0.001623,0.003459,0.000212
洞庭,湘水,0.429031,3.034864,12,134,61,0.009459,0.004306,0.000847
太平,子孙,0.428998,3.410202,5,39,60,0.002753,0.004235,0.000353
山高,饮酒,0.428718,3.503645,4,31,55,0.002188,0.003882,0.000282
钓鱼,骑马,0.428718,3.503645,4,31,55,0.002188,0.003882,0.000282
苍苔,高台,0.428339,3.623776,3,42,27,0.002965,0.001906,0.000212
中原,闻说,0.428068,3.795048,2,13,49,0.000918,0.003459,0.000141
万年,未央,0.427931,3.497214,4,44,39,0.003106,0.002753,0.000282
关山,封侯,0.427931,3.497214,4,66,26,0.004659,0.001835,0.000282
古来,富贵,0.427710,3.256052,7,49,78,0.003459,0.005506,0.000494
梧桐,鸳鸯,0.427499,3.320346,6,48,64,0.003388,0.004518,0.000424
九衢,宫殿,0.426992,3.612378,3,37,31,0.002612,0.002188,0.000212
垂杨,御沟,0.426889,3.611506,3,41,28,0.002894,0.001976,0.000212
白日,皎然,0.426683,3.609766,3,230,5,0.016235,0.000353,0.000212
明时,月明,0.426596,3.017641,12,42,198,0.002965,0.013976,0.000847
丹砂,昆仑,0.426170,3.605427,3,35,33,0.002471,0.002329,0.000212
日晚,秋日,0.425670,3.478737,4,38,46,0.002682,0.003247,0.000282
承恩,罗衣,0.425616,3.773308,2,31,21,0.002188,0.001482,0.000141
千古,瑶池,0.424067,3.759578,2,33,20,0.002329,0.001412,0.000141
昆仑,瑶池,0.424067,3.759578,2,33,20,0.002329,0.001412,0.000141
圣人,苦辛,0.424041,3.587409,3,28,42,0.001976,0.002965,0.000212
日月,星辰,0.423979,3.121097,9,152,37,0.010729,0.002612,0.000635
微风,风动,0.423940,3.369996,5,58,42,0.004094,0.002965,0.000353
劝君,瑶池,0.423639,3.584013,3,59,20,0.004165,0.001412,0.000212
日斜,春日,0.423537,3.289574,6,44,72,0.003106,0.005082,0.000424
九天,阑干,0.422642,3.575574,3,34,35,0.002400,0.002471,0.000212
金谷,龙门,0.422492,3.452762,4,39,46,0.002753,0.003247,0.000282
宛转,皎然,0.422361,4.037210,1,50,5,0.003529,0.000353,0.000071
柳色,梨花,0.422083,3.449423,4,45,40,0.003176,0.002823,0.000282
御沟,玉楼,0.422035,3.741559,2,28,24,0.001976,0.001694,0.000141
九重,瑶池,0.421653,3.567206,3,60,20,0.004235,0.001412,0.000212
中原,消息,0.421365,3.735625,2,13,52,0.000918,0.003671,0.000141
巫峡,承恩,0.420769,3.559734,3,39,31,0.002753,0.002188,0.000212
佳人,月光,0.420731,3.438373,4,52,35,0.003671,0.002471,0.000282
渭水,瑶池,0.420700,3.729725,2,34,20,0.002400,0.001412,0.000141
劝君,大道,0.420128,3.433440,4,59,31,0.004165,0.002188,0.000282
单于,将军,0.420049,3.262483,6,31,105,0.002188,0.007412,0.000424
关河,蹉跎,0.419575,3.335301,5,26,97,0.001835,0.006847,0.000353
今已,英雄,0.419381,3.718029,2,43,16,0.003035,0.001129,0.000141
中原,瑶池,0.418258,3.997989,1,13,20,0.000918,0.001412,0.000071
楼上,楼前,0.418186,3.324260,5,75,34,0.005294,0.002400,0.000353
晚来,高秋,0.418077,3.706468,2,29,24,0.002047,0.001694,0.000141
红粉,翡翠,0.417777,3.534416,3,31,40,0.002188,0.002823,0.000212
承恩,紫微,0.417777,3.534416,3,31,40,0.002188,0.002823,0.000212
萧索,钓鱼,0.417777,3.534416,3,40,31,0.002823,0.002188,0.000212
天上,瑶池,0.417694,3.320346,5,128,20,0.009035,0.001412,0.000353
猿啼,阳台,0.417586,3.532805,3,46,27,0.003247,0.001906,0.000212
汉宫,玉堂,0.417430,3.700737,2,28,25,0.001976,0.001765,0.000141
蛟龙,饮酒,0.417415,3.411271,4,34,55,0.002400,0.003882,0.000282
梧桐,清明,0.417284,3.410202,4,48,39,0.003388,0.002753,0.000282
富贵,英雄,0.417017,3.527985,3,78,16,0.005506,0.001129,0.000212
多少,须臾,0.417008,3.314892,5,33,78,0.002329,0.005506,0.000353
日月,昆仑,0.416851,3.117724,8,152,33,0.010729,0.002329,0.000565
宫中,梨花,0.416762,3.405938,4,47,40,0.003318,0.002823,0.000282
今年,寒食,0.416475,3.021979,10,100,69,0.007059,0.004870,0.000706
宫中,忆昔,0.416471,3.310628,5,47,55,0.003318,0.003882,0.000353
无力,有情,0.416113,3.400633,4,35,54,0.002471,0.003812,0.000282
世人,物外,0.416113,3.400633,4,70,27,0.004941,0.001906,0.000282
丹砂,鬼神,0.415886,3.518416,3,35,36,0.002471,0.002541,0.000212
读书,闭门,0.415846,3.229841,6,57,59,0.004023,0.004165,0.000424
得意,美人,0.415791,3.165319,7,45,93,0.003176,0.006565,0.000494
东流,流水,0.414558,2.839980,15,64,194,0.004518,0.013694,0.001059
杜陵,青门,0.414186,3.384884,4,40,48,0.002823,0.003388,0.000282
梧桐,萧索,0.414186,3.384884,4,48,40,0.003388,0.002823,0.000282
神仙,英雄,0.414024,3.502668,3,80,16,0.005647,0.001129,0.000212
星辰,消息,0.413931,3.382803,4,37,52,0.002612,0.003671,0.000282
所以,骨肉,0.413424,3.378654,4,42,46,0.002965,0.003247,0.000282
功成,圣人,0.413288,3.496437,3,46,28,0.003247,0.001976,0.000212
头白,山头,0.413252,3.285039,5,52,51,0.003671,0.003600,0.000353
汉宫,绮罗,0.413006,3.661517,2,28,26,0.001976,0.001835,0.000141
吾道,衣冠,0.413006,3.661517,2,28,26,0.001976,0.001835,0.000141
愁人,青楼,0.412684,3.280524,5,72,37,0.005082,0.002612,0.000353
夜长,昔时,0.412373,3.488703,3,59,22,0.004165,0.001553,0.000212
宛转,霓裳,0.412289,3.369380,4,50,39,0.003529,0.002753,0.000282
双飞,风动,0.412010,3.485626,3,31,42,0.002188,0.002965,0.000212
咫尺,蓬莱,0.411744,3.273045,5,44,61,0.003106,0.004306,0.000353
日照,清晨,0.411738,3.483325,3,45,29,0.003176,0.002047,0.000212
梨花,肠断,0.411663,3.364265,4,40,49,0.002823,0.003459,0.000282
桃源,武陵,0.411165,3.360192,4,48,41,0.003388,0.002894,0.000282
水清,汉水,0.411165,3.360192,4,48,41,0.003388,0.002894,0.000282
九衢,瑶池,0.411162,3.645168,2,37,20,0.002612,0.001412,0.000141
星辰,瑶池,0.411162,3.645168,2,37,20,0.002612,0.001412,0.000141
微风,细雨,0.410916,3.358161,4,58,34,0.004094,0.002400,0.000282
山川,消息,0.410704,3.071748,8,101,52,0.007129,0.003671,0.000565
万户,玉楼,0.410554,3.639777,2,31,24,0.002188,0.001694,0.000141
承恩,玉楼,0.410554,3.639777,2,31,24,0.002188,0.001694,0.000141
千古,自然,0.410421,3.354113,4,33,60,0.002329,0.004235,0.000282
丹青,君恩,0.410387,3.471896,3,33,40,0.002329,0.002823,0.000212
单于,走马,0.410174,3.352095,4,31,64,0.002188,0.004518,0.000282
北阙,南宫,0.410174,3.352095,4,31,64,0.002188,0.004518,0.000282
花前,落花,0.410169,3.122520,7,52,84,0.003671,0.005929,0.000494
宫中,美人,0.410079,3.121834,7,47,93,0.003318,0.006565,0.000494
神仙,蛟龙,0.410067,3.259721,5,80,34,0.005647,0.002400,0.000353
男儿,蛟龙,0.409851,3.467361,3,39,34,0.002753,0.002400,0.000212
劝君,自然,0.409242,3.178548,6,59,60,0.004165,0.004235,0.000424
十里,飘飖,0.409191,3.344062,4,50,40,0.003529,0.002823,0.000282
往事,旧游,0.409170,3.177983,6,46,77,0.003247,0.005435,0.000424
梦魂,青天,0.409140,3.461346,3,23,58,0.001623,0.004094,0.000212
劝君,蛟龙,0.408824,3.341067,4,59,34,0.004165,0.002400,0.000282
窈窕,风动,0.408749,3.623776,2,18,42,0.001271,0.002965,0.000141
中原,昔时,0.408287,3.902679,1,13,22,0.000918,0.001553,0.000071
百花,行乐,0.408216,3.336094,4,56,36,0.003953,0.002541,0.000282
富贵,读书,0.407844,3.104821,7,78,57,0.005506,0.004023,0.000494
武陵,溪水,0.407468,3.447203,3,41,33,0.002894,0.002329,0.000212
姓名,梦魂,0.407119,3.444251,3,59,23,0.004165,0.001623,0.000212
梦魂,生死,0.407119,3.444251,3,23,59,0.001623,0.004165,0.000212
北风,马嘶,0.406768,3.324260,4,68,30,0.004800,0.002118,0.000282
日落,远近,0.406768,3.324260,4,34,60,0.002400,0.004235,0.000282
万年,双阙,0.406511,3.439106,3,44,31,0.003106,0.002188,0.000212
城下,武陵,0.406169,3.319370,4,50,41,0.003529,0.002894,0.000282
行乐,鹧鸪,0.406165,3.436178,3,36,38,0.002541,0.002682,0.000212
干戈,河汉,0.405949,3.598955,2,25,31,0.001765,0.002188,0.000141
宫殿,干戈,0.405949,3.598955,2,31,25,0.002188,0.001765,0.000141
春雨,玉堂,0.405949,3.598955,2,31,25,0.002188,0.001765,0.000141
曲江,杏花,0.405560,3.087429,7,87,52,0.006141,0.003671,0.000494
北斗,古今,0.405390,3.429620,3,27,51,0.001906,0.003600,0.000212
他日,物外,0.405390,3.429620,3,51,27,0.003600,0.001906,0.000212
丹砂,姓名,0.405277,3.312079,4,35,59,0.002471,0.004165,0.000282
丹砂,寻常,0.405277,3.312079,4,35,59,0.002471,0.004165,0.000282
未央,瑶池,0.405224,3.592524,2,39,20,0.002753,0.001412,0.000141
中原,九重,0.405224,3.592524,2,13,60,0.000918,0.004235,0.000141
瑶池,男儿,0.405224,3.592524,2,20,39,0.001412,0.002753,0.000141
红粉,芙蓉,0.405021,3.145758,6,31,118,0.002188,0.008329,0.000424
南北,生死,0.405009,3.083238,7,77,59,0.005435,0.004165,0.000494
玉楼,芙蓉,0.404991,3.219370,5,24,118,0.001694,0.008329,0.000353
古来,英雄,0.404647,3.587409,2,49,16,0.003459,0.001129,0.000141
当年,蛟龙,0.403939,3.417350,3,41,34,0.002894,0.002400,0.000212
九天,道士,0.403939,3.417350,3,34,41,0.002400,0.002894,0.000212
东西,远近,0.403924,2.892408,11,144,60,0.010164,0.004235,0.000776
双阙,阙下,0.403855,3.416633,3,31,45,0.002188,0.003176,0.000212
年少,须臾,0.403776,2.929836,10,97,78,0.006847,0.005506,0.000706
万物,自言,0.403746,3.299567,4,51,41,0.003600,0.002894,0.000282
中原,梦魂,0.403636,3.858227,1,13,23,0.000918,0.001623,0.000071
登临,高秋,0.403502,3.577256,2,33,24,0.002329,0.001694,0.000141
依稀,咸阳,0.403432,3.413055,3,35,40,0.002471,0.002823,0.000212
风飘,飘飖,0.403432,3.413055,3,35,40,0.002471,0.002823,0.000212
无力,翡翠,0.403432,3.413055,3,35,40,0.002471,0.002823,0.000212
中原,蓬莱,0.403360,3.575995,2,13,61,0.000918,0.004306,0.000141
意气,苍茫,0.403094,3.410202,3,36,39,0.002541,0.002753,0.000212
北斗,楚水,0.403094,3.410202,3,27,52,0.001906,0.003671,0.000212
巫山,陌上,0.403094,3.410202,3,26,54,0.001835,0.003812,0.000212
鸳鸯,鹦鹉,0.402877,3.202563,5,64,45,0.004518,0.003176,0.000353
金谷,陌上,0.402872,3.292419,4,39,54,0.002753,0.003812,0.000282
自然,造化,0.402857,3.128951,6,60,62,0.004235,0.004376,0.000424
歌舞,青楼,0.402698,3.290996,4,57,37,0.004023,0.002612,0.000282
乾坤,劝君,0.402397,3.198751,5,49,59,0.003459,0.004165,0.000353
瑶池,飘飖,0.402368,3.567206,2,20,40,0.001412,0.002823,0.000141
世人,神仙,0.402126,3.007590,8,70,80,0.004941,0.005647,0.000565
生死,鬼神,0.401830,3.283909,4,59,36,0.004165,0.002541,0.000282
宛转,花枝,0.401822,3.120919,6,50,75,0.003529,0.005294,0.000424
东海,古来,0.401672,3.398167,3,29,49,0.002047,0.003459,0.000212
月光,梦魂,0.401666,3.560975,2,35,23,0.002471,0.001623,0.000141
梦魂,阑干,0.401666,3.560975,2,23,35,0.001623,0.002471,0.000141
皎然,知己,0.401558,3.838359,1,5,61,0.000353,0.004306,0.000071
千秋,绮罗,0.401526,3.559734,2,31,26,0.002188,0.001835,0.000141
空馀,衣冠,0.401526,3.559734,2,31,26,0.002188,0.001835,0.000141
消息,道士,0.401370,3.280149,4,52,41,0.003671,0.002894,0.000282
两相,单于,0.401257,3.394654,3,46,31,0.003247,0.002188,0.000212
松风,逍遥,0.401256,3.279212,4,22,97,0.001553,0.006847,0.000282
楼前,风动,0.401091,3.393253,3,34,42,0.002400,0.002965,0.000212
水清,湘水,0.400798,3.186034,5,48,61,0.003388,0.004306,0.000353
婵娟,月落,0.400626,3.274070,4,55,39,0.003882,0.002753,0.000282
忆昔,男儿,0.400626,3.274070,4,55,39,0.003882,0.002753,0.000282
男儿,饮酒,0.400626,3.274070,4,39,55,0.002753,0.003882,0.000282
丹砂,自言,0.400513,3.388363,3,35,41,0.002471,0.002894,0.000212
丹砂,道士,0.400513,3.388363,3,35,41,0.002471,0.002894,0.000212
昔时,青楼,0.400411,3.549857,2,22,37,0.001553,0.002612,0.000141
九重,乾坤,0.400283,3.181944,5,60,49,0.004235,0.003459,0.000353
九天,玉楼,0.400135,3.547403,2,34,24,0.002400,0.001694,0.000141
弟子,黄鹤,0.400135,3.547403,2,34,24,0.002400,0.001694,0.000141
咸阳,故乡,0.400117,3.107674,6,40,95,0.002823,0.006706,0.000424
梨花,行乐,0.400102,3.384884,3,40,36,0.002823,0.002541,0.000212
秋声,鹧鸪,0.399774,3.382111,3,38,38,0.002682,0.002682,0.000212
出入,蛾眉,0.399434,3.264328,4,38,57,0.002682,0.004023,0.000282
东海,向东,0.399284,3.377964,3,29,50,0.002047,0.003529,0.000212
晚来,随风,0.399284,3.377964,3,29,50,0.002047,0.003529,0.000212
双阙,雨露,0.399209,3.262483,4,31,70,0.002188,0.004941,0.000282
君王,承恩,0.399209,3.262483,4,70,31,0.004941,0.002188,0.000282
登临,黄花,0.399121,3.376586,3,33,44,0.002329,0.003106,0.000212
九天,白玉,0.398871,3.259721,4,34,64,0.002400,0.004518,0.000282
日月,生死,0.398720,2.855148,11,152,59,0.010729,0.004165,0.000776
八月,千秋,0.398715,3.373148,3,47,31,0.003318,0.002188,0.000212
万户,宫中,0.398715,3.373148,3,31,47,0.002188,0.003318,0.000212
有情,阳台,0.398633,3.372462,3,54,27,0.003812,0.001906,0.000212
鬼神,鱼龙,0.398488,3.532805,2,36,23,0.002541,0.001623,0.000141
千载,阳台,0.398254,3.254679,4,81,27,0.005718,0.001906,0.000282
乾坤,等闲,0.398204,3.165414,5,49,61,0.003459,0.004306,0.000353
神仙,自然,0.397781,3.028210,7,80,60,0.005647,0.004235,0.000494
湘水,苍梧,0.397751,3.250572,4,61,36,0.004306,0.002541,0.000282
君恩,忆昔,0.397528,3.248752,4,40,55,0.002823,0.003882,0.000282
两相,云飞,0.397504,3.362906,3,46,32,0.003247,0.002259,0.000212
红粉,高台,0.397269,3.521994,2,31,27,0.002188,0.001906,0.000141
松柏,玉堂,0.397263,3.360870,3,59,25,0.004165,0.001765,0.000212
东海,千年,0.397236,3.085294,6,29,134,0.002047,0.009459,0.000424
当年,行乐,0.397183,3.360192,3,41,36,0.002894,0.002541,0.000212
当年,意气,0.397183,3.360192,3,41,36,0.002894,0.002541,0.000212
白马,雨雪,0.396918,3.243765,4,67,33,0.004729,0.002329,0.000282
依稀,玉楼,0.396865,3.518416,2,35,24,0.002471,0.001694,0.000141
梨花,罗衣,0.396865,3.518416,2,40,21,0.002823,0.001482,0.000141
玉楼,阑干,0.396865,3.518416,2,24,35,0.001694,0.002471,0.000141
吾道,路岐,0.396865,3.518416,2,28,30,0.001976,0.002118,0.000141
星辰,紫微,0.396863,3.357486,3,37,40,0.002612,0.002823,0.000212
壮士,黄金,0.396773,3.081698,6,26,150,0.001835,0.010588,0.000424
巫峡,汀洲,0.396704,3.356135,3,39,38,0.002753,0.002682,0.000212
月落,鹧鸪,0.396704,3.356135,3,39,38,0.002753,0.002682,0.000212
封侯,读书,0.396704,3.356135,3,26,57,0.001835,0.004023,0.000212
太平,阳城,0.396256,3.238352,4,39,57,0.002753,0.004023,0.000282
云雨,巫峡,0.395993,3.147838,5,78,39,0.005506,0.002753,0.000353
云雨,月落,0.395993,3.147838,5,78,39,0.005506,0.002753,0.000353
百花,草色,0.395825,3.013321,7,56,87,0.003953,0.006141,0.000494
凤凰,宫殿,0.395761,3.234312,4,72,31,0.005082,0.002188,0.000282
细雨,雨中,0.395592,3.346733,3,34,44,0.002400,0.003106,0.000212
春深,莺啼,0.395592,3.346733,3,44,34,0.003106,0.002400,0.000212
人家,衣冠,0.395542,3.232521,4,86,26,0.006070,0.001835,0.000282
干戈,苍生,0.395530,3.506581,2,25,34,0.001765,0.002400,0.000141
九重,干戈,0.395277,3.344062,3,60,25,0.004235,0.001765,0.000212
出入,生死,0.395214,3.229841,4,38,59,0.002682,0.004165,0.000282
中原,金陵,0.394913,3.774845,1,13,25,0.000918,0.001765,0.000071
中原,干戈,0.394913,3.774845,1,13,25,0.000918,0.001765,0.000071
